,GlaThiDa_ID,POLITICAL_UNIT,GLACIER_NAME,GLACIER_DB,GLACIER_ID,LAT,LON,SURVEY_DATE,ELEVATION_DATE,AREA,MEAN_SLOPE,MEAN_THICKNESS,MEAN_THICKNESS_UNCERTAINTY,MAXIMUM_THICKNESS,MAX_THICKNESS_UNCERTAINTY,SURVEY_METHOD,SURVEY_METHOD_DETAILS,NUMBER_OF_SURVEY_POINTS,NUMBER_OF_SURVEY_PROFILES,TOTAL_LENGTH_OF_SURVEY_PROFILES,INTERPOLATION_METHOD,INVESTIGATOR,SPONSORING_AGENCY,REFERENCES,DATA_FLAG,REMARKS,RGIId,RGI Centroid Distance
407,2019,CH,SARDONA,,,46.916205,9.255655,20110399.0,20089999.0,0.39062,20.0,13.0,2.0,29.0,4.0,GPRa,"RAMAC/GPR full-range system, 100-MHz shielded GPR antenna, assuming a constant wave velocity in ice of 0.168 m per ns",4501.0,,,,M. Huss and colleagues,University of Fribourg,"Fischer, M., Huss, M., and Hoelzle, M. (2013). Recent changes of very small glaciers in the Swiss Alps. EGU General Assembly, Vienna 2013. Geophysical Research Abstracts, 15, EGU2013-149. ; Huss, M., and Fischer, M. (2016). Sensitivity of very small glaciers in the Swiss Alps to future climate change. Frontiers in Earth Science, 4:34.",,Point data have been thinned (mean) within a search distance of 10 m.,RGI60-11.00689,0.10217299741761526 km
408,2020,CH,SCHWARZBACH,,,46.5967,8.61109,20130399.0,20109999.0,0.05848,27.0,8.0,1.0,18.0,3.0,GPRa,"RAMAC/GPR full-range system, 100-MHz shielded GPR antenna, assuming a constant wave velocity in ice of 0.168 m per ns",1361.0,,,,M. Fischer and colleagues,University of Fribourg,"Fischer, M., Huss, M., and Hoelzle, M. (2013). Recent changes of very small glaciers in the Swiss Alps. EGU General Assembly, Vienna 2013. Geophysical Research Abstracts, 15, EGU2013-149. ; Huss, M., and Fischer, M. (2016). Sensitivity of very small glaciers in the Swiss Alps to future climate change. Frontiers in Earth Science, 4:34.",,Point data have been thinned (mean) within a search distance of 10 m.,RGI60-11.01376,0.0 km
409,2021,CH,SEGNAS,,,46.910684,9.249232,20110399.0,20089999.0,0.37938,17.0,19.0,3.0,51.0,8.0,GPRa,"RAMAC/GPR full-range system, 100-MHz shielded GPR antenna, assuming a constant wave velocity in ice of 0.168 m per ns",4501.0,,,,M. Huss and colleagues,University of Fribourg,"Fischer, M., Huss, M., and Hoelzle, M. (2013). Recent changes of very small glaciers in the Swiss Alps. EGU General Assembly, Vienna 2013. Geophysical Research Abstracts, 15, EGU2013-149. ; Huss, M., and Fischer, M. (2016). Sensitivity of very small glaciers in the Swiss Alps to future climate change. Frontiers in Earth Science, 4:34.",,Point data have been thinned (mean) within a search distance of 10 m.,RGI60-11.00695,0.07755753050006113 km
410,2022,CH,SEX ROUGE,,,46.327,7.21308,20120399.0,20109999.0,0.3017,15.0,29.0,4.0,58.0,9.0,GPRa,"RAMAC/GPR full-range system, 100-MHz shielded GPR antenna, assuming a constant wave velocity in ice of 0.168 m per ns",3681.0,,,,M. Fischer and colleagues,University of Fribourg,"Fischer, M., Huss, M., and Hoelzle, M. (2013). Recent changes of very small glaciers in the Swiss Alps. EGU General Assembly, Vienna 2013. Geophysical Research Abstracts, 15, EGU2013-149. ; Huss, M., and Fischer, M. (2016). Sensitivity of very small glaciers in the Swiss Alps to future climate change. Frontiers in Earth Science, 4:34.",,Point data have been thinned (mean) within a search distance of 10 m.,RGI60-11.02244,0.0 km
411,2023,CH,ST. ANNA,,,46.600208,8.602228,20130399.0,20109999.0,0.2176,22.0,16.0,2.0,44.0,7.0,GPRa,"RAMAC/GPR full-range system, 100-MHz shielded GPR antenna, assuming a constant wave velocity in ice of 0.168 m per ns",2818.0,,,,M. Fischer and colleagues,University of Fribourg,"Fischer, M., Huss, M., and Hoelzle, M. (2013). Recent changes of very small glaciers in the Swiss Alps. EGU General Assembly, Vienna 2013. Geophysical Research Abstracts, 15, EGU2013-149. ; Huss, M., and Fischer, M. (2016). Sensitivity of very small glaciers in the Swiss Alps to future climate change. Frontiers in Earth Science, 4:34.",,Point data have been thinned (mean) within a search distance of 10 m.,RGI60-11.01367,0.1810628054253212 km
412,2024,CH,TORTIN,,,46.08483,7.309231,20130399.0,20109999.0,0.62967,16.0,25.0,4.0,57.0,9.0,GPRa,"RAMAC/GPR full-range system, 100-MHz shielded GPR antenna, assuming a constant wave velocity in ice of 0.168 m per ns",6434.0,,,,M. Fischer and colleagues,University of Fribourg,"Fischer, M., Huss, M., and Hoelzle, M. (2013). Recent changes of very small glaciers in the Swiss Alps. EGU General Assembly, Vienna 2013. Geophysical Research Abstracts, 15, EGU2013-149. ; Huss, M., and Fischer, M. (2016). Sensitivity of very small glaciers in the Swiss Alps to future climate change. Frontiers in Earth Science, 4:34.",,Point data have been thinned (mean) within a search distance of 10 m.,RGI60-11.02600,0.12045468117107135 km
413,2025,CH,TSANFLEURON,,,46.3202,7.22536,20100399.0,20109999.0,3.2275,10.0,69.0,10.0,174.0,26.0,GPRa,"RAMAC/GPR full-range system, 25-MHz shielded GPR antenna, assuming a constant wave velocity in ice of 0.168 m per ns",7817.0,,,,M. Huss and colleagues,University of Fribourg,"Unpublished data, University of Fribourg",,Point data have been thinned (mean) within a search distance of 10 m.,RGI60-11.02249,0.0 km
414,2026,CH,TSARMINE,,,46.048207,7.517633,20150399.0,20129999.0,0.2605,30.0,15.0,2.0,36.0,5.0,GPRa,"RAMAC/GPR full-range system, 100-MHz shielded GPR antenna, assuming a constant wave velocity in ice of 0.168 m per ns",308.0,,,,M. Fischer and colleagues,University of Fribourg,"CAPT, M., BOSSON, J.-B., FISCHER, M., MICHELETTI, N., & LAMBIEL, C., in press. Decadal evolution of a very small heavily debris-covered glacier in an Alpine permafrost environment. Journal of Glaciology.",,Point data have been thinned (mean) within a search distance of 10 m.,RGI60-11.02708,1.2337994770044662 km
415,2027,CL,DEL POTRO,,,-28.382,-69.609,20130827.0,20139999.0,4.28,,67.0,,132.0,,GPRa,,542.0,,7.0,IDW,"Casassa, Blindow, Rodriguez and others",Geoestudios/DGA CHILE,"Estimacion de Volumenes de Hielo Mediante Sondajes de Radar en Zonas Norte, Central y Sur, Informe DGA,S.I.T No.338",,overlap with RGI3.2-polygon: 17.21762. Point data have been thinned (mean) within a search distance of 10 m.,RGI60-17.15087,0.06721384707111722 km
416,2028,CL,TRONQUITOS,,,-28.538,-69.731,20130829.0,20139999.0,2.37,,39.0,,91.0,,GPRa,,516.0,,7.9,IDW,"Casassa, Blindow, Rodriguez and others",Geoestudios/DGA CHILE,"Estimacion de Volumenes de Hielo Mediante Sondajes de Radar en Zonas Norte, Central y Sur, Informe DGA,S.I.T No.338",,overlap with RGI3.2-polygon: 17.21691. Point data have been thinned (mean) within a search distance of 10 m.,RGI60-17.15038,0.11022120879677666 km
417,2029,CL,TAPADO,,,-30.145,-69.928,20130830.0,20139999.0,1.92,,28.0,,69.0,,GPRa,,836.0,,8.6,IDW,"Casassa, Blindow, Rodriguez and others",Geoestudios/DGA CHILE,"Estimacion de Volumenes de Hielo Mediante Sondajes de Radar en Zonas Norte, Central y Sur, Informe DGA,S.I.T No.338",,overlap with RGI3.2-polygon: 17.21166. Point data have been thinned (mean) within a search distance of 10 m.,RGI60-17.14647,0.058748636534806054 km
418,2030,CL,JUNCAL NORTE,,,-33.03,-70.1,20131120.0,20139999.0,7.86,,59.0,,206.0,,GPR,,1469.0,,23.4,IDW,"Casassa, Blindow, Rodriguez and others",Geoestudios/DGA CHILE,"Estimacion de Volumenes de Hielo Mediante Sondajes de Radar en Zonas Norte, Central y Sur, Informe DGA,S.I.T No.338",,overlap with RGI3.2-polygon: 17.20300. Point data have been thinned (mean) within a search distance of 10 m.,RGI60-17.14088,0.1559189522707186 km
419,2031,CL,RIO BLANCO,,,-33.048,-70.147,20131120.0,20139999.0,13.27,,56.0,,185.0,,GPRa,,1871.0,,26.4,IDW,"Casassa, Blindow, Rodriguez and others",Geoestudios/DGA CHILE,"Estimacion de Volumenes de Hielo Mediante Sondajes de Radar en Zonas Norte, Central y Sur, Informe DGA,S.I.T No.338",,"overlap with RGI3.2-polygon: 17.20197,17.20192,17.20186,17.20156. Point data have been thinned (mean) within a search distance of 10 m.",RGI60-17.14021,1.5776701780658036 km
420,2032,CL,TUPUNGATITO,,,-33.404,-69.823,20131006.0,20139999.0,7.31,,122.0,,300.0,,GPRa,,1685.0,,15.5,IDW,"Casassa, Blindow, Rodriguez and others",Geoestudios/DGA CHILE,"Estimacion de Volumenes de Hielo Mediante Sondajes de Radar en Zonas Norte, Central y Sur, Informe DGA,S.I.T No.338",,overlap with RGI3.2-polygon: 17.19862. Point data have been thinned (mean) within a search distance of 10 m.,RGI60-17.13785,0.10306265453761573 km
421,2033,CL,MARMOLEJO,,,-33.738,-69.915,20131006.0,20139999.0,8.03,,46.0,,146.0,,GPRa,,1544.0,,29.5,IDW,"Casassa, Blindow, Rodriguez and others",Geoestudios/DGA CHILE,"Estimacion de Volumenes de Hielo Mediante Sondajes de Radar en Zonas Norte, Central y Sur, Informe DGA,S.I.T No.338",,overlap with RGI3.2-polygon: 17.19698. Point data have been thinned (mean) within a search distance of 10 m.,RGI60-17.13672,0.7363154296268737 km
422,2034,CL,TINGUIRIRICA 3,,,-34.782,-70.31,20131017.0,20139999.0,3.57,,34.0,,122.0,,GPRa,,,,13.3,IDW,"Casassa, Blindow, Rodriguez and others",Geoestudios/DGA CHILE,"Estimacion de Volumenes de Hielo Mediante Sondajes de Radar en Zonas Norte, Central y Sur, Informe DGA,S.I.T No.338",,"overlap with RGI3.2-polygon: 17.01872,17.01870,1701940",RGI60-17.01112,0.2400683674617873 km
423,2035,CL,TINGUIRIRICA 4,,,-34.787,-70.29,20131017.0,20139999.0,2.05,,31.0,,79.0,,GPRa,,,,10.4,IDW,"Casassa, Blindow, Rodriguez and others",Geoestudios/DGA CHILE,"Estimacion de Volumenes de Hielo Mediante Sondajes de Radar en Zonas Norte, Central y Sur, Informe DGA,S.I.T No.338",,overlap with RGI3.2-polygon: 17.01868,RGI60-17.01108,0.6695595278966084 km
424,2036,CL,TINGUIRIRICA 1,,,-34.816,-70.328,20131017.0,20139999.0,4.23,,59.0,,190.0,,GPRa,,,,15.6,IDW,"Casassa, Blindow, Rodriguez and others",Geoestudios/DGA CHILE,"Estimacion de Volumenes de Hielo Mediante Sondajes de Radar en Zonas Norte, Central y Sur, Informe DGA,S.I.T No.338",,overlap with RGI3.2-polygon: 17.01936,RGI60-17.01171,0.3482591387036577 km
425,2037,CL,VELLUDA,,,-37.47,-71.42,20131016.0,20139999.0,13.07,,39.0,,138.0,,GPRa,,,,37.5,IDW,"Casassa, Blindow, Rodriguez and others",Geoestudios/DGA CHILE,"Estimacion de Volumenes de Hielo Mediante Sondajes de Radar en Zonas Norte, Central y Sur, Informe DGA,S.I.T No.338",,"overlap with RGI3.2-polygon: 17.18534,17.18545,17.18547,17.18532",RGI60-17.12917,1.0569350309120855 km
426,2038,CL,CALLAQUI,,,-37.93,-71.44,20131015.0,20139999.0,5.65,,27.0,,113.0,,GPRa,,,,20.8,IDW,"Casassa, Blindow, Rodriguez and others",Geoestudios/DGA CHILE,"Estimacion de Volumenes de Hielo Mediante Sondajes de Radar en Zonas Norte, Central y Sur, Informe DGA,S.I.T No.338",,"overlap with RGI3.2-polygon: 17.18479,17.18476,17.18483,17.18486,17.18495,17.18489,17.18474",RGI60-17.12879,0.6391955530833139 km
427,2039,CL,LLAIMA,,,-38.705,-71.732,20131015.0,20139999.0,13.56,,16.0,,57.0,,GPRa,,,,19.0,IDW,"Casassa, Blindow, Rodriguez and others",Geoestudios/DGA CHILE,"Estimacion de Volumenes de Hielo Mediante Sondajes de Radar en Zonas Norte, Central y Sur, Informe DGA,S.I.T No.338",,overlap with RGI3.2-polygon: 17.18264 and others,RGI60-17.12714,1.0101128040357674 km
428,2040,CL,SOLLIPULLI,,,-38.979,-71.524,20131014.0,20139999.0,11.49,,324.0,,775.0,,GPRa,,,,18.1,IDW,"Casassa, Blindow, Rodriguez and others",Geoestudios/DGA CHILE,"Estimacion de Volumenes de Hielo Mediante Sondajes de Radar en Zonas Norte, Central y Sur, Informe DGA,S.I.T No.338",,"overlap with RGI3.2-polygon: 17.18163,17.18125",RGI60-17.12601,0.801466011192659 km
429,2041,CL,VILLARRICA,,,-39.432,-71.919,20131014.0,20139999.0,25.42,,47.0,,118.0,,GPRa,,,,25.1,IDW,"Casassa, Blindow, Rodriguez and others",Geoestudios/DGA CHILE,"Estimacion de Volumenes de Hielo Mediante Sondajes de Radar en Zonas Norte, Central y Sur, Informe DGA,S.I.T No.338",,"overlap with RGI3.2-polygon: 17.18045,17.18015",RGI60-17.12535,0.8300812625945575 km
430,2042,CL,MOCHO-CHOSH,,,-39.937,-72.025,20131012.0,20139999.0,11.62,,84.0,,262.0,,GPRa,,,,21.1,IDW,"Casassa, Blindow, Rodriguez and others",Geoestudios/DGA CHILE,"Estimacion de Volumenes de Hielo Mediante Sondajes de Radar en Zonas Norte, Central y Sur, Informe DGA,S.I.T No.338",,"overlap with RGI3.2-polygon: 17.17884,17.17890,17.17891",RGI60-17.12440,1.0269926963973934 km
431,2043,CL,OSORNO,,,-41.106,-72.497,20131011.0,20139999.0,5.26,,17.0,,94.0,,GPRa,,,,34.9,IDW,"Casassa, Blindow, Rodriguez and others",Geoestudios/DGA CHILE,"Estimacion de Volumenes de Hielo Mediante Sondajes de Radar en Zonas Norte, Central y Sur, Informe DGA,S.I.T No.338",,"overlap with RGI3.2-polygon: 17.12627,17.12629,17.12631,17.12633,17.12635",RGI60-17.12386,0.5733466006546002 km
432,2044,CL,TRONADOR,,,-41.162,-71.91,20131011.0,20139999.0,23.94,,51.0,,191.0,,GPRa,,,,23.8,IDW,"Casassa, Blindow, Rodriguez and others",Geoestudios/DGA CHILE,"Estimacion de Volumenes de Hielo Mediante Sondajes de Radar en Zonas Norte, Central y Sur, Informe DGA,S.I.T No.338",,"overlap with RGI3.2-polygon: 17.17812,17.17819,17.17822,17.17823,17.17815,17,17809,17.17807,17.17812",RGI60-17.12374,0.9980927237131887 km
433,2045,CL,ESMERALDA,,,-33.222,-70.207,20120717.0,20129999.0,5.48,,38.0,,151.0,,GPRa,,,,8.5,TRI,"Casassa, Blindow, Rivera, Zamora and others",Centro de Estudios Cientificos/DGA Chile,"Estimacion de Volumenes de Hielo Mediante Radio Eco Sondaje en Chile Central, Informe DGA,S.I.T. No. 288",,overlap with RGI3.2-polygon: 17.19954,RGI60-17.13865,0.1346803000688852 km
434,2046,CL,LA PALOMA,,,-33.188,-70.267,20120717.0,20129999.0,1.28,,23.0,,83.0,,GPRa,,,,5.2,TRI,"Casassa, Blindow, Rivera, Zamora and others",Centro de Estudios Cientificos/DGA Chile,"Estimacion de Volumenes de Hielo Mediante Radio Eco Sondaje en Chile Central, Informe DGA,S.I.T. No. 288",,"overlap with RGI3.2-polygon: 17.19976,17.19969",RGI60-17.13882,0.18565919006307696 km
435,2047,CL,DEL RINCON,,,-33.18,-70.281,20120717.0,20129999.0,0.64,,16.0,,88.0,,GPRa,,,,2.2,TRI,"Casassa, Blindow, Rivera, Zamora and others",Centro de Estudios Cientificos/DGA Chile,"Estimacion de Volumenes de Hielo Mediante Radio Eco Sondaje en Chile Central, Informe DGA,S.I.T. No. 288",,"overlap with RGI3.2-polygon: 17.19978,19983",RGI60-17.13884,0.3109918149072068 km
436,2048,CL,CERRO EL PLOMO,,,-33.246,-70.223,20120717.0,20129999.0,1.0,,20.0,,97.0,,GPRa,,,,3.9,TRI,"Casassa, Blindow, Rivera, Zamora and others",Centro de Estudios Cientificos/DGA Chile,"Estimacion de Volumenes de Hielo Mediante Radio Eco Sondaje en Chile Central, Informe DGA,S.I.T. No. 288",,overlap with RGI3.2-polygon: 17.19943,RGI60-17.13855,0.44024711399512184 km
437,2049,CL,YESO,,,-33.528,-69.919,20120716.0,20129999.0,1.63,,55.0,,128.0,,GPRa,,,,5.2,TRI,"Casassa, Blindow, Rivera, Zamora and others",Centro de Estudios Cientificos/DGA Chile,"Estimacion de Volumenes de Hielo Mediante Radio Eco Sondaje en Chile Central, Informe DGA,S.I.T. No. 288",,overlap with RGI3.2-polygon: 17.19805,RGI60-17.13741,0.9573740063643547 km
438,2050,CL,BELLO,,,-33.526,-69.947,20120716.0,20129999.0,3.6,,42.0,,138.0,,GPRa,,,,7.8,TRI,"Casassa, Blindow, Rivera, Zamora and others",Centro de Estudios Cientificos/DGA Chile,"Estimacion de Volumenes de Hielo Mediante Radio Eco Sondaje en Chile Central, Informe DGA,S.I.T. No. 288",,overlap with RGI3.2-polygon: 17.19805,RGI60-17.13750,1.1793666466643564 km
439,2051,CL,YESO 2,,,-33.524,-69.864,20120716.0,20129999.0,1.14,,35.0,,95.0,,GPRa,,,,2.0,TRI,"Casassa, Blindow, Rivera, Zamora and others",Centro de Estudios Cientificos/DGA Chile,"Estimacion de Volumenes de Hielo Mediante Radio Eco Sondaje en Chile Central, Informe DGA,S.I.T. No. 288",,overlap with RGI3.2-polygon: 17.19799,RGI60-17.13747,0.05147356828557659 km
440,2052,CL,MESON ALTO,,,-33.689,-70.044,20120716.0,20129999.0,1.37,,29.0,,116.0,,GPRa,,,,3.7,TRI,"Casassa, Blindow, Rivera, Zamora and others",Centro de Estudios Cientificos/DGA Chile,"Estimacion de Volumenes de Hielo Mediante Radio Eco Sondaje en Chile Central, Informe DGA,S.I.T. No. 288",,overlap with RGI3.2-polygon: 17.19752,RGI60-17.13707,0.13438573573696092 km
441,2053,CL,SAN FRANCISCO,,,-33.753,-70.075,20120716.0,20129999.0,0.93,,22.0,,90.0,,GPRa,,,,3.4,TRI,"Casassa, Blindow, Rivera, Zamora and others",Centro de Estudios Cientificos/DGA Chile,"Estimacion de Volumenes de Hielo Mediante Radio Eco Sondaje en Chile Central, Informe DGA,S.I.T. No. 288",,"overlap with RGI3.2-polygon: 17.19693,17.19707",RGI60-17.13669,0.25966086028906793 km
442,2054,CL,CIPRESES NORTE,,,-34.537,-70.353,20120714.0,20129999.0,13.76,,54.0,,205.0,,GPRa,,,,11.6,TRI,"Casassa, Blindow, Rivera, Zamora and others",Centro de Estudios Cientificos/DGA Chile,"Estimacion de Volumenes de Hielo Mediante Radio Eco Sondaje en Chile Central, Informe DGA,S.I.T. No. 288",,overlap with RGI3.2-polygon: 17.01986,RGI60-17.00005,1.2257823013758913 km
443,2055,CL,UNIVERSIDAD,,,-34.681,-70.349,20120714.0,20129999.0,20.26,,52.0,,342.0,,GPRa,,,,15.7,TRI,"Casassa, Blindow, Rivera, Zamora and others",Centro de Estudios Cientificos/DGA Chile,"Estimacion de Volumenes de Hielo Mediante Radio Eco Sondaje en Chile Central, Informe DGA,S.I.T. No. 288",,overlap with RGI3.2-polygon: 17.01986,RGI60-17.01192,3.5770721588048913 km
444,2057,NO,STORBREEN,FOG,302,61.573395,8.131989,20050426.0,19970808.0,5.36,14.0,90.0,20.0,220.0,15.0,GPRt,10MHz,53.0,,,ANU,H. Elvehøy & L. M. Andreassen,"Norwegian Water Resources and Energy Directorate (NVE), Middelthunsgate 29, 0368 Oslo, Norway","Andreassen et al., (2015), doi: 10.3189/2015JoG14J161",,"MEAN_THICKNESS based on both 2005 and 2006. Error in logging profiles, thus only point data. Thickness includes winter snow 2005 (See Glac. Inv. Norway 2005, NVE Report 2-2006, p. 53)",RGI60-08.00312,0.04402212353174984 km
445,2058,NO,STORBREEN,FOG,302,61.573395,8.131989,20060509.0,19970808.0,5.36,14.0,90.0,20.0,233.0,15.0,GPRt,10MHz,79.0,,,ANU,H. Elvehøy & L. M. Andreassen,"Norwegian Water Resources and Energy Directorate (NVE), Middelthunsgate 29, 0368 Oslo, Norway","Andreassen et al., (2015), doi: 10.3189/2015JoG14J161",,"MEAN_THICKNESS based on both 2005 and 2006. Error in logging profiles, thus only point data. Elevation from same day GNSS survey. Thickness includes winter snow 2006 (See Glac. Inv. Norway 2006, NVE Report 1-2007)",RGI60-08.00312,0.04402212353174984 km
446,2059,NO,HELLSTUGUBREEN,FOG,300,61.555861,8.441361,20110316.0,20091017.0,2.9,13.0,70.0,15.0,182.0,15.0,GPRt,10MHz,12377.0,,,ANU,K. Melvold & L. M. Andreassen,"Norwegian Water Resources and Energy Directorate (NVE), Middelthunsgate 29, 0368 Oslo, Norway","Andreassen et al., (2015), doi: 10.3189/2015JoG14J161",,Measurements 16 -17. march 2011. Elevation from same day GNSS survey. Thickness includes winter snow 2011 (Data: NVE),RGI60-08.00449,0.024661979699468616 km
447,2060,NO,VESTRE MEMURUBREEN,FOG,1318,61.541544,8.454024,20110316.0,20091017.0,8.6,7.0,128.0,15.0,257.0,15.0,GPRt,10MHz,21228.0,,,ANU,K. Melvold & L. M. Andreassen,"Norwegian Water Resources and Energy Directorate (NVE), Middelthunsgate 29, 0368 Oslo, Norway","Andreassen et al., (2015), doi: 10.3189/2015JoG14J161",,Measurements 16 -17. march 2011. SLOPE and AREA from 20030809-inventory. Elevation from same day GNSS survey. Thickness includes winter snow 2011 (Data: NVE),RGI60-08.00966,0.05083179050784078 km
448,2061,NO,GRAASUBREEN,FOG,299,61.656513,8.599633,20120908.0,20091017.0,2.1,12.0,60.0,15.0,137.0,15.0,GPRt,50MHz,5328.0,3.0,4.5,ANU,I. Sørdal /L. M: Andreassen,"University of Oslo (UiO)/Norwegian Water Resources and Energy Directorate (NVE), Middelthunsgate 29, 0368 Oslo, Norway","Sørdal (2013). Master thesis: http://urn.nb.no/URN:NBN:no-39914. Andreassen et al., (2015), doi: 10.3189/2015JoG14J161",,Exact date of survey not given,RGI60-08.00987,0.05765000117592835 km
449,2062,NO,LANGFJORDJOEKELEN,FOG,290,70.128,21.735,20080313.0,20080902.0,3.2,13.0,67.0,15.0,211.0,15.0,GPRt,10MHz,15310.0,,,TRI,K. Melvold & L. M. Andreassen,"Norwegian Water Resources and Energy Directorate (NVE), Middelthunsgate 29, 0368 Oslo, Norway","Andreassen et al., (2012), doi: 10.3189/2012JoG11J014",,"Surveys done in March and May 2008. Thickness includes winter snow 2008 (See Glac. Inv. Norway 2008, NVE Report 2-2009, p. 71)",RGI60-08.01258,0.23568353466603548 km
450,2063,NO,NORDRE FOLGEFONNA,OTH,NFF,60.209,6.474,20110502.0,20110502.0,26.4,,105.0,20.0,357.0,,GPRt,10MHz,48679.0,,,ANU,"K. Melvold, E. Førre and J. Bakke","University of Bergen/Norwegian Water Resources and Energy Directorate (NVE), Middelthunsgate 29, 0368 Oslo, Norway","Bakke et al., in prep.: Sub-glacial terrain and future meltwater draining from Nordfonna, Folgefonna western Norway.",,Surveys 2-3 May. A thinned dataset. Measurements includes winter snow. Elevation from same day GNSS survey. Source data from NVE-Atlas.,RGI60-08.02930,1.0752581802082897 km
451,2066,NO,BLAAMANNSISEN,OTH,BLÅ,67.278,16.037,19909999.0,19980901.0,87.3,,160.0,,471.0,,GPRt,10MHz,,,,ANU,M. Kennett and colleagues,"Norwegian Water Resources and Energy Directorate (NVE), Middelthunsgate 29, 0368 Oslo, Norway","Kennett (1990) Kartlegging av istykkelse og feltavgrensning på Blåmannsisen 1990. NVE Rapp. 8-1990; Andreassen et al., (2015). DOI: 10.3189/2015JoG14J161",,Estimate of MEAN_THICKNESS based on surveys of 1990 and 2004. Point data are not digitally available for 1990-survey. A thinned data set. Measurements includes winter snow. Source data from NVE-Atlas.,RGI60-08.02384,1.472727773366667 km
452,2067,NO,BLAAMANNSISEN/RUNDVASSBREEN,OTH,BLÅ/941,67.278,16.037,20040421.0,19980901.0,11.1,5.0,208.0,,388.0,,GPRt,10MHz,5659.0,,,ANU,"R. Engeset, K. Melvold and collagues","Norwegian Water Resources and Energy Directorate (NVE), Middelthunsgate 29, 0368 Oslo, Norway","NVE unpublished; Andreassen et al., (2015). DOI: 10.3189/2015JoG14J161",,"Measurements in 2004 conducted mainly on Rundvassbreen, an outlet glacier of Blåmannsisen ice cap. A thinned data set. Measurements include winter snow. Source data from NVE-Atlas.",RGI60-08.02384,1.472727773366667 km
453,2068,NO,HARDANGERJOEKULEN,OTH,HAJ,60.546,7.432,20100507.0,20100930.0,71.3,6.0,148.0,,386.0,,GPRt,10MHz,5180.0,,,ANU,"K. Melvold, T. Laumann and colleagues","Norwegian Water Resources and Energy Directorate (NVE), Middelthunsgate 29, 0368 Oslo, Norway","Melvold et al. (2011), Andreassen et al. (2015). DOI: 10.3189/2015JoG14J161",,Surveys 7 -8 May. A thinned data set. Measurements includes winter snow. Source data from NVE-Atlas.,RGI60-08.01780,1.3381847106899425 km
454,2072,RU,DJANKUAT,WGI,SU4G08005062,43.1944,42.7612,20120710.0,,2.448,,31.0,1.0,105.0,3.0,GPRt,monopulse ground radar VIRL?6 with central frequency of 20 MHz,40793.0,21.0,7.0,ANU,I.Lavrentiev and colleagues,"RFBR 11-05-00728a, Presidential grant МК-240.2013.5, MK-875.2011.5","Lavrentiev et al., (2013) Ice thickness, volume and subglacial relief of Djankuat Glacier (Central Caucasus), Ice and Snow, 4 (128), p. 7-19. DOI:10.15356/2076-6734-2014-4-7-19",3.0,ASTERGDEMV.2 was used as a DEM. MEAN_THICKNESS value is based on the interpolated entire glacier area POLITICAL_UNIT updated by spatial query with data from gadm.org. Point data have been thinned (mean) within a search distance of 10 m.,RGI60-12.01132,0.0 km
455,2073,RU,DJANKUAT,WGI,SU4G08005062,43.1944,42.7612,20130707.0,,2.448,,31.0,1.0,105.0,3.0,GPRt,monopulse ground radar VIRL?6 with central frequency of 20 MHz,39652.0,23.0,9.5,ANU,I.Lavrentiev and colleagues,"RFBR 11-05-00728a, Presidential grant МК-240.2013.5, MK-875.2011.6","Lavrentiev et al., (2013) Ice thickness, volume and subglacial relief of Djankuat Glacier (Central Caucasus), Ice and Snow, 4 (128), p. 7-19. DOI:10.15356/2076-6734-2014-4-7-19",3.0,ASTERGDEMV.2 was used as a DEM. MEAN_THICKNESS value is based on the interpolated entire glacier area POLITICAL_UNIT updated by spatial query with data from gadm.org. Point data have been thinned (mean) within a search distance of 10 m.,RGI60-12.01132,0.0 km
456,2074,RU,MARUKH,WGI,SU5T09104021,43.361887,41.419771,20110825.0,20110825.0,2.76,13.0,97.0,3.0,333.0,10.0,GPRt,monopulse ground radar VIRL?6 with central frequency of 20 MHz,49144.0,28.0,14.3,ANU,I.Lavrentiev and colleagues,"RFBR 11-05-00728a, Presidential grant МК-240.2013.5, MK-875.2011.7","Kutuzov el al., (2012) Changes of Marukh Glacier from 1945 to 2011, Ice and Snow, 1(117), p. 123-127. DOI:10.15356/2076-6734-2012-1-123-127",3.0,DEM was constructed from the DGPS survey. MEAN_THICKNESS value is based on the interpolated entire glacier area POLITICAL_UNIT updated by spatial query with data from gadm.org. Point data have been thinned (mean) within a search distance of 10 m.,RGI60-12.00960,0.39935170273028414 km
